name,position,goals,shots
Karim Benzema,FW,23,123
Vinícius Júnior,FW,3,40
Rodrygo,FW,1,25
Álex Fernández,MF,4,10
Iván Alejo,MF,1,12
Cala,DF,3,15
Isaac Carcelén,DF,0,11
Anthony Lozano,FW,3,35
Rubén Sobrino,MF,1,9
Sergio Herrera,GK,0,0
Unai García,DF,0,5
David García,DF,1,13
Aridane Hernández,DF,0,2
Oier,MF,0,16
Jairo Izquierdo,MF,1,10
Alberto Perea,MF,2,28
Álvaro Negredo,FW,8,47
Juan Foyth,DF,0,1
Raúl Albiol,DF,0,8
Sergio Asenjo,GK,0,0
Lucas Torró,MF,0,17
Rubén García,MF,3,30
Jon Moncayola,MF,2,38
Iñigo Pérez,MF,0,8
Roberto Torres,MF,7,48
Kike Barja,MF,2,22
Ante Budimir,FW,11,46
Javi Ontiveros,FW,2,36
Darko Brasanac,MF,2,8
Manuel Sánchez,DF,0,3
Paco Alcácer,FW,6,37
Francis Coquelin,MF,0,4
Daniel Parejo,MF,3,27
Samuel Chukwueze,MF,4,31
Manu Trigueros,MF,1,30
Gerard Moreno,FW,23,98
Etienne Capoue,MF,1,8
Estupiñán,DF,0,10
Rubén Peña,DF,1,6
Moi Gómez,MF,4,23
Yeremi Pino,FW,3,13
Ivan Rakitic,MF,4,40
Óliver Torres,MF,0,10
Fernando,GK,3,6
Jules Koundé,DF,2,21
Suso,FW,3,48
Jesús Navas,DF,0,15
Diego Carlos,DF,1,15
Rafa Mir,FW,13,120
Joan Jordán,MF,1,24
Youssef En-Nesyri,FW,18,77
Muniain,MF,5,23
Alex Berenguer,MF,8,48
Yeray Álvarez,DF,1,10
Balenziaga,DF,0,3
Yuri,DF,1,16
Ander Capa,DF,2,12
Íñigo Lekue,DF,0,2
Unai Núñez,DF,1,12
Dani García,MF,0,6
Raúl García,FW,5,47
Iñaki Williams,FW,6,53
Mikel Vesga,MF,0,22
Oihan Sancet,FW,2,18
Unai Vencedor,MF,0,9
Antonio Barragán,DF,0,6
Alejandro Pozo,DF,0,11
Diego González,DF,1,5
Edgar Badía,GK,0,0
Gonzalo Verdú,DF,0,11
Fidel,MF,6,18
Francisco Portillo,MF,0,0
Pedro Bigas,DF,0,10
Johan Mojica,DF,0,7
Asier Villalibre,FW,4,38
Giménez,FW,0,14
Thomas Lemar,MF,1,23
Felipe,DF,0,13
Héctor Herrera,MF,0,7
Lucas Boyé,FW,7,58
Marcos Llorente,MF,12,49
Geoffrey Kondogbia,MF,0,9
Iván Marcone,MF,0,2
Mario Hermoso,DF,1,18
Yannick Carrasco,DF,6,43
Renan Lodi,DF,1,11
Lucas Pérez,FW,4,32
Pere Milla,FW,4,30
Guido Carrillo,FW,3,26
Antoine Griezmann,FW,13,71
Luis Suárez,FW,5,47
Jaime Seoane,MF,1,23
Andrés Fernández,GK,0,0
Pedro Mosquera,MF,0,7
Juan Carlos,MF,0,5
Mikel Rico,MF,1,19
Jorge Pulido,DF,1,17
David Ferreiro,MF,2,26
Pablo Insúa,DF,0,3
Dani Escriche,FW,1,10
Míchel,MF,2,10
Enric Gallego,FW,0,14
Maxime Gonalons,MF,0,4
Víctor Díaz,DF,0,5
Quini,DF,1,8
Carlos Neva,DF,0,8
Germán Sánchez,DF,3,13
Domingos Duarte,DF,1,6
Alberto Soro,FW,1,2
Luis Milla,MF,1,10
Carlos Bacca,FW,5,20
Darwin Machís,FW,4,47
Florian Lejeune,DF,1,23
Jorge Molina,FW,8,24
Martín Aguirregabiria,DF,0,2
Rubén Duarte,DF,1,14
Víctor Laguardia,DF,0,9
Ximo Navarro,DF,1,13
Rubén Rochina,MF,0,35
Saúl Ñíguez,MF,2,33
Emerson,DF,1,11
Kenedy,FW,4,37
Joselu,FW,11,94
Edgar Méndez,MF,5,35
Luis Rioja,MF,4,24
David Soria,GK,0,0
Mathías Olivera,DF,0,19
Damián Suárez,DF,1,10
Nyom,MF,0,11
Erick Cabaco,DF,0,5
Jason,MF,0,5
Pere Pons,MF,2,9
Carles Aleñá,MF,2,31
Jota,MF,0,16
Jaime Mata,FW,5,40
David Timor,MF,0,18
Álvaro Fernández,GK,0,1
Mauro Arambarri,MF,3,46
Sandro Ramírez,FW,6,31
Óscar Rodríguez,MF,0,10
Enes Ünal,FW,4,38
Omenuke Mfulu,MF,0,3
Óscar Duarte,DF,1,7
Marc Cucurella,MF,3,25
Papakouly Diop,MF,1,29
Aitor Fernández,MF,0,0
Roger,DF,12,46
Son,DF,0,8
Roberto Soldado,FW,9,29
Carlos Clerc,DF,0,6
Mickaël Malsa,MF,1,24
Nemanja Radoja,MF,0,6
Coke,DF,0,9
Rúben Vezo,DF,1,5
Sergio Postigo,DF,0,1
Enis Bardhi,MF,1,36
Jorge Miramón,DF,0,10
Gonzalo Melero,MF,7,28
Dani Gómez,FW,2,31
Jorge De Frutos,MF,4,26
Kieran Trippier,DF,0,3
Raphael Varane,DF,2,18
Lucas Torreira,MF,1,3
Franco Vázquez,FW,1,3
Antonio Sanabria,FW,3,25
Trincão,FW,3,23
Jony,DF,0,10
Jan Oblak,GK,0,0
Marc-André ter Stegen,GK,0,1
Jordi Alba,DF,3,27
Frenkie de Jong,MF,3,17
Daniel Wass,MF,4,38
Nemanja Gudelj,MF,0,9
Aissa Mandi,DF,3,8
Marko Dmitrovic,GK,1,3
Nemanja Maksimovic,MF,1,17
Alexander Isak,FW,16,81
Saidy Janko,DF,0,3
Unai Simón,GK,0,0
Jens Jonsson,MF,0,15
Shon Weissman,FW,6,39
Stefan Savic,DF,1,7
Koke,GK,1,17
Ángel Correa,FW,9,52
Sergio Busquets,MF,0,3
Carlos Soler,MF,11,37
Marcos Acuña,DF,1,18
Lucas Ocampos,FW,5,69
Guido Rodríguez,MF,1,30
Iñigo Martínez,DF,1,18
Mikel Merino,MF,2,33
Brais Méndez,MF,9,50
Adrián,FW,2,18
Ezequiel Garay,DF,0,7
Ibai Gómez,FW,0,14
Santiago Cazorla,MF,11,49
José Antonio Martínez,DF,0,2
Ramón Azeez,MF,2,20
Sebastián Cristóforo,MF,0,7
Víctor Sánchez,MF,0,10
Dimitrios Siovas,DF,0,12
Lumor Agbenyenu,DF,1,14
David López,DF,4,15
Rubén Pérez,MF,1,20
Kevin Gameiro,FW,6,19
Franco Vázquez,MF,3,16
Matías Vargas,FW,0,21
Diego López,GK,0,0
Sergi Enrich,FW,1,28
Loren Morón,FW,10,51
Aleix Vidal,MF,2,23
Yangel Herrera,MF,2,33
Fran Mérida,MF,0,13
Leandro Cabrera,DF,2,11
Dídac Vilá,DF,0,16
Sergi Darder,MF,2,52
Óscar Melendo,MF,0,3
Pablo De Blasis,DF,2,15
Adrián Embarba,MF,2,39
Mouctar Diakhaby,DF,0,1
Denis Cheryshev,MF,1,22
Maxi Gómez,FW,10,41
Tejero,DF,0,6
Esteban Burgos,DF,1,3
Dimitri Foulquier,DF,1,5
Anaitz Arbilla,DF,1,14
Toño,DF,0,2
Xavier Quintillá,DF,0,3
Manolo Reina,GK,0,0
Raíllo,DF,1,14
Dani Rodríguez,MF,5,51
Salva Sevilla,MF,5,34
Abdón Prats,FW,0,11
Edu Expósito,MF,4,34
Sergio Álvarez,GK,0,4
Unai Bustinza,DF,0,6
Nacho Monreal,DF,2,18
Adnan Januzaj,FW,4,24
Fede Vico,MF,2,18
Aritz Elustondo,DF,0,9
Robin Le Normand,DF,1,13
Aihen Muñoz,DF,0,0
Zaldúa,DF,0,8
Igor Zubeldia,MF,0,14
Eraso,MF,0,9
Recio,MF,0,24
Jeison Murillo,DF,1,9
Rafinha,MF,4,38
Santi Mina,FW,6,47
Denis Suárez,MF,1,20
Joseph Aidoo,DF,0,10
Carlos Fernández,FW,11,47
Ander Barrenetxea,FW,1,15
Rubén Blanco,GK,0,0
Hugo Mallo,DF,0,6
Fran Beltrán,MF,1,14
Okay Yokuslu,MF,0,12
Iago Aspas,FW,14,84
Portu,FW,7,41
Joel Robles,GK,0,0
Sergio León,FW,1,22
Roque Mesa,MF,1,27
Lucas Olaza,DF,1,18
Jordi Masip,GK,0,0
Kiko Olivas,DF,2,9
Rubén Alcaraz,MF,2,33
Pablo Hervías,MF,1,19
Óscar Plano,MF,4,38
Nabil Fekir,MF,7,102
Marc Bartra,DF,3,23
Sergio Canales,MF,6,52
Joaquín,MF,8,34
Cristian Tello,MF,2,19
Víctor Camarasa,MF,0,9
Aitor Ruibal,DF,0,16
Unai López,MF,1,28
Kévin Rodrigues,DF,1,24
Borja Iglesias,FW,3,36
Sergi Guardiola,FW,8,57
Álex Moreno,DF,0,24
Sergio Herrera,GK,0,0
David García,MF,0,18
Aridane Hernández,DF,3,12
Roberto Torres,MF,7,79
Darko Brasanac,MF,0,22
Rubén García,MF,8,56
Iñigo Pérez,MF,2,19
Fran Gámez,DF,0,14
Ante Budimir,FW,13,56
Javi Ontiveros,FW,2,48
Unai Núñez,DF,0,7
Víctor Campuzano,FW,0,16
Iván Cuéllar,GK,0,0
Ezequiel Ávila,FW,9,70
Borja Sainz,MF,1,10
Alejandro Pozo,DF,1,7
Francisco Portillo,MF,0,3
Yeray Álvarez,DF,0,12
Ander Capa,DF,3,16
Raúl García,DF,0,8
Iñaki Williams,FW,6,48
Mikel Vesga,MF,0,14
Asier Villalibre,FW,3,17
Oihan Sancet,MF,1,10
Lucas Pérez,FW,11,48
Pedro Bigas,DF,3,8
Guido Carrillo,FW,1,37
Carlos Bacca,FW,2,18
Maxime Gonalons,MF,0,6
Víctor Díaz,DF,1,16
Carlos Neva,DF,0,8
Germán Sánchez,DF,2,10
Domingos Duarte,DF,3,13
Rubén Rochina,MF,4,60
Edgar Méndez,MF,1,9
Luis Rioja,MF,0,9
Jorge Molina,FW,5,32
Martín Aguirregabiria,DF,1,3
Rubén Duarte,DF,0,19
Víctor Laguardia,DF,1,10
Ximo Navarro,DF,0,7
Gonzalo Escalante,MF,0,21
David Timor,MF,3,19
Pere Pons,MF,1,4
Vitolo,MF,3,16
Carles Aleñá,MF,1,13
Jaime Mata,FW,11,56
David Soria,GK,0,0
Mathías Olivera,DF,0,6
Sandro Ramírez,FW,3,44
Jonathan Silva,DF,1,19
Borja Mayoral,FW,8,48
Enes Ünal,FW,6,60
Carlos Clerc,DF,0,4
Papakouly Diop,MF,1,28
Aitor Fernández,GK,0,0
Rúben Vezo,DF,1,12
Sergio Postigo,DF,1,6
Roberto Soldado,FW,7,33
Álvaro Vadillo,FW,3,17
Aleix Febas,MF,0,8
Nemanja Radoja,MF,1,1
Nikola Vukcevic,MF,0,4
Roger,DF,11,57
Jorge Miramón,DF,0,10
Gonzalo Melero,MF,2,18
Jasper Cillessen,GK,0,0
Daniel Wass,DF,1,16
Andrés Guardado,MF,0,12
Darwin Machís,FW,7,72
Kenneth Omeruo,DF,1,4
Alexander Isak,FW,9,44
Néstor Araújo,DF,1,13
Iddrisu Baba,MF,0,15
Damián Suárez,DF,1,21
Mauro Arambarri,MF,1,47
Chidozie Awaziem,DF,0,11
Iñigo Martínez,DF,1,27
Nemanja Maksimovic,MF,2,34
Martin Valjent,DF,0,15
Brais Méndez,MF,0,25
Takashi Inui,MF,2,39
Enis Bardhi,MF,7,58
Javi Moyano,DF,0,6
Lee Kang-In,MF,2,11
Carlos Soler,MF,2,18
Diego Lainez,MF,0,6
Takefusa Kubo,MF,4,55
Jon Moncayola,MF,1,13
Unai Simón,GK,0,0
Mikel Merino,MF,5,44
Mikel Oyarzabal,FW,10,62
Jonathan Calleri,FW,1,47
Fabián Orellana,MF,8,42
Jan Oblak,GK,0,0
Stefan Savic,DF,0,3
Thomas Lemar,MF,0,11
Koke,GK,4,23
Antoine Griezmann,FW,9,55
Lionel Messi,FW,25,159
Felipe,DF,1,19
Héctor Herrera,MF,0,14
Sergio Ramos,DF,11,39
Marcos Llorente,MF,3,14
Geoffrey Kondogbia,MF,1,19
Yannick Carrasco,MF,1,17
Renan Lodi,DF,1,18
Luis Suárez,FW,16,79
Ferland Mendy,DF,1,7
Thibaut Courtois,GK,0,1
Daniel Carvajal,DF,1,20
Marcelo,DF,1,17
Isco,FW,1,23
Casemiro,MF,4,45
Toni Kroos,MF,4,57
Luka Modric,MF,3,30
Federico Valverde,MF,2,22
Lucas Vázquez,MF,2,10
Eden Hazard,FW,1,19
Marc-André ter Stegen,GK,0,0
Jordi Alba,DF,2,7
Clement Lenglet,DF,2,10
Gerard Piqué,DF,1,14
Sergi Roberto,DF,1,6
Sergio Busquets,MF,2,10
Frenkie de Jong,MF,2,4
Gareth Bale,FW,2,34
Karim Benzema,FW,21,124
Vinícius Júnior,FW,3,38
Luka Jovic,FW,2,14
Rodrygo,FW,2,16
Luuk de Jong,FW,6,57
Alberto Moreno,DF,0,9
Raúl Albiol,DF,1,15
Francis Coquelin,MF,0,9
Daniel Parejo,MF,8,34
Ferrán Torres,MF,4,33
Aissa Mandi,DF,0,11
Sergio Asenjo,GK,0,0
Vicente Iborra,MF,1,21
Manu Trigueros,MF,2,26
Estupiñán,DF,1,19
Rubén Peña,DF,2,6
Moi Gómez,FW,5,36
Ivan Rakitic,MF,1,24
Óliver Torres,MF,3,16
Jules Koundé,DF,1,23
Nemanja Gudelj,MF,0,7
Suso,FW,1,14
Samuel Chukwueze,MF,3,48
Gerard Moreno,FW,18,89
Lucas Ocampos,FW,14,85
Jesús Navas,DF,0,11
Marko Dmitrovic,GK,0,1
Diego Carlos,DF,2,21
Joan Jordán,MF,2,29
Óscar Rodríguez,MF,9,62
Thomas Partey,MF,3,32
Fernando,GK,2,15
Tomás Vaclik,GK,0,0
Iñigo Córdoba,FW,1,28
Marc Cardona,FW,1,12
Youssef En-Nesyri,FW,8,61
Pione Sisto,FW,2,30
Lisandro Magallán,DF,1,6
Rodrigo,DF,4,41
Oliver Burke,MF,1,21
Júnior Firpo,DF,1,4
Diego Llorente,DF,1,10
Marc Roca,MF,2,32
Facundo Ferreyra,FW,1,7
Saúl Ñíguez,MF,6,44
Raphael Varane,DF,2,11
Zouhair Feddal,DF,1,10
Roberto Rosales,DF,0,9
Kenedy,MF,1,14
Manu García,MF,0,19
Mohammed Salisu,DF,1,7
Waldo Rubio,MF,0,17
Álvaro Morata,FW,12,69
Arthur,MF,3,8
Arturo Vidal,MF,8,25
Sergio Reguilón,DF,2,28
Emerson,DF,3,26
Marc Cucurella,MF,1,30
Stanislav Lobotka,MF,0,8
Kieran Trippier,DF,0,3
Karl Toko Ekambi,FW,6,39
Éver Banega,MF,3,40
Lukasz Piszczek,DF,1,12
Sven Bender,DF,0,14
Lars Bender,DF,1,15
Sebastian Langkamp,DF,0,10
Vedad Ibisevic,FW,10,53
Oliver Sorg,DF,0,4
Pirmin Schwegler,MF,0,12
Ewerton,DF,0,8
Ibrahima Traoré,FW,0,15
Dennis Aogo,MF,0,10
Christoph Kramer,MF,2,8
Daniel Baier,MF,0,26
Martin Harnik,FW,4,28
Claudio Pizarro,FW,5,25
Michael Rensing,GK,0,0
Fabian Johnson,DF,1,3
Mario Gomez,FW,7,52
David Abraham,DF,0,5
Gelson Fernandes,MF,1,4
Nuri Sahin,MF,1,12
Salomon Kalou,FW,8,47
Miiko Albornoz,DF,1,11
Ondrej Petrák,MF,0,14
Emiliano Insúa,DF,2,8
Benjamin Stambouli,DF,0,3
Javi Martínez,MF,3,18
James Rodríguez,MF,7,36
Jonathan de Guzmán,MF,3,22
Steven Zuber,FW,5,48
Nicolai Müller,MF,5,23
Bobby Wood,FW,3,18
Yunus Malli,MF,1,8
Alfredo Morales,MF,1,19
Yuya Kubo,FW,1,29
Amine Harit,MF,1,12
Jean-Kevin Augustin,FW,3,13
Admir Mehmedi,FW,6,36
Kevin Danso,DF,1,10
Johannes Eggestein,FW,4,34
Javairo Dilrosun,FW,2,11
Robert Bauer,DF,0,8
Abdou Diallo,DF,1,9
Achraf Hakimi,DF,2,20
Nabil Bentaleb,MF,3,21
Jérôme Boateng,DF,0,14
Rafinha,DF,1,4
Takashi Usami,FW,1,27
Mathew Leckie,FW,2,22
Yuya Osako,FW,3,27
Kenan Karaman,FW,3,21
Alexandru Maxim,MF,1,16
Chadrac Akolo,MF,0,14
Anastasios Donis,FW,5,30
Thomas Delaney,MF,3,33
Paco Alcácer,FW,18,52
Alexander Nübel,GK,0,0
David Alaba,DF,3,47
Reiss Nelson,MF,7,21
Kevin Volland,FW,14,87
Sébastien Haller,FW,15,54
Luka Jovic,FW,17,96
Ludwig Augustinsson,DF,1,21
Philipp Max,DF,4,24
Niklas Moisander,DF,0,8
Davy Klaassen,MF,5,33
Karim Rekik,DF,0,7
Virgil Misidjan,FW,1,23
Oscar Wendt,DF,1,8
Mario Götze,FW,7,28
Aleksandar Dragovic,DF,2,4
Pierre Kunde,MF,0,30
Theodor Gebre Selassie,DF,3,28
Mikael Ishak,FW,4,39
Florian Müller,GK,0,0
Robin Koch,MF,1,11
Guido Burgstaller,FW,4,45
Leonardo Bittencourt,MF,1,23
Mitchell Weiser,DF,1,12
Michael Lang,DF,1,11
Milos Veljkovic,DF,1,9
Jiri Pavlenka,GK,0,0
Fabian Lustenberger,DF,0,2
Georg Margreitter,DF,2,16
Christian Gentner,MF,0,29
Ralf Fährmann,GK,0,0
Manuel Neuer,GK,0,0
Joshua Kimmich,DF,2,25
Niklas Süle,DF,2,20
Serge Gnabry,FW,10,63
Leon Goretzka,MF,8,55
Leon Bailey,FW,5,56
Marcel Sabitzer,MF,4,63
Benjamin Pavard,DF,0,12
Marvin Ducksch,FW,1,18
Tim Leibold,DF,0,28
Roman Bürki,GK,0,0
Manuel Akanji,DF,1,8
Raphael Guerreiro,FW,2,35
Salif Sané,DF,2,19
Mats Hummels,DF,1,19
Kingsley Coman,FW,6,31
Robert Lewandowski,FW,22,144
Thomas Müller,MF,6,64
Nico Schulz,DF,1,30
Julian Brandt,MF,7,65
Thorgan Hazard,FW,10,75
Marcin Kaminski,DF,0,8
Gregor Kobel,GK,0,0
Danny Latza,MF,0,40
Marco Reus,DF,17,69
Marius Wolf,DF,1,7
Oliver Baumann,GK,0,0
Kerem Demirbay,MF,4,59
Jonathan Tah,DF,3,12
Charles Aránguiz,MF,2,23
Julian Baumgartlinger,MF,0,10
Karim Bellarabi,FW,5,43
Lucas Alario,FW,9,42
Paulinho,FW,0,6
Florent Muslija,MF,2,20
Christian Mathenia,GK,0,0
Jacob Bruun Larsen,FW,2,26
Sebastian Rudy,MF,0,5
Pavel Kaderábek,DF,3,28
Stefan Posch,DF,0,5
Kevin Vogt,DF,0,4
Florian Grillitsch,MF,0,32
Andrej Kramaric,MF,17,111
Mijat Gacinovic,MF,0,21
Enrico Valentini,DF,0,8
Bastian Oczipka,DF,1,13
Andreas Luthe,GK,0,0
Rani Khedira,DF,4,14
Kevin Möhwald,MF,3,20
Genki Haraguchi,MF,0,32
Robin Knoche,DF,3,14
Niko Gießelmann,DF,0,26
Levin Öztunali,MF,0,16
Anthony Ujah,FW,4,27
Manuel Gulde,DF,1,6
Dominique Heintz,DF,1,10
Jérôme Gondorf,MF,2,23
Timo Baumgartl,DF,1,5
Péter Gulácsi,GK,0,0
Marcel Halstenberg,DF,3,23
Lukas Klostermann,DF,5,13
Nordi Mukiele,DF,1,8
Maximilian Eggestein,MF,5,45
Linton Maina,MF,1,21
Christian Günter,DF,0,29
Lukas Kübler,DF,0,6
Mike Frantz,MF,2,19
Vincenzo Grifo,MF,7,57
Janik Haberer,MF,1,26
Nicolas Höfler,MF,0,12
Lucas Höler,FW,4,26
Ron-Robert Zieler,GK,0,0
Emil Forsberg,MF,4,30
Kevin Kampl,MF,2,34
Konrad Laimer,MF,1,14
Kevin Trapp,GK,0,0
Martin Hinteregger,DF,3,28
Makoto Hasebe,DF,0,2
Patrick Erras,MF,0,7
Sebastian Kerk,MF,0,18
Mark Uth,FW,2,39
Stefan Ilsanker,DF,0,4
Filip Kostic,DF,6,61
Ondrej Duda,MF,11,54
Felix Klaus,FW,1,16
Adam Bodzek,MF,0,2
Matthias Zimmermann,DF,1,15
Rouwen Hennings,FW,7,59
Ádám Szalai,FW,6,66
Dominik Kohr,MF,0,16
Michael Esser,GK,0,0
Kevin Stöger,MF,1,33
Hanno Behrens,MF,4,39
Stefan Bell,DF,0,17
Daniel Brosinski,DF,3,18
Aarón Martín,DF,0,18
Moussa Niakhate,DF,1,10
Jean-Paul Boëtius,MF,4,47
Karim Onisiwo,FW,7,39
Yann Sommer,GK,0,0
Nico Elvedi,DF,2,14
Denis Zakaria,MF,4,36
Matthias Ginter,DF,2,22
Elvis Rexhbecaj,MF,2,10
Eduard Löwen,MF,3,37
Lars Stindl,FW,3,34
Alexander Esswein,FW,0,29
Breel Embolo,FW,5,26
Niklas Stark,DF,1,11
Maximilian Mittelstädt,DF,1,23
Marvin Plattenhardt,DF,1,11
Jonas Hofmann,MF,5,36
Florian Neuhaus,MF,3,51
Patrick Herrmann,FW,3,19
Alassane Pléa,FW,12,83
Alexander Schwolow,GK,0,0
Maximilian Philipp,FW,1,13
Suat Serdar,MF,2,30
Ishak Belfodil,FW,16,89
Renato Steffen,FW,5,27
Koen Casteels,GK,0,0
Marco Richter,FW,4,55
Davie Selke,FW,3,45
John Brooks,DF,3,19
William,DF,2,25
Yannick Gerhardt,MF,2,35
Jérôme Roussillon,DF,3,20
Maximilian Arnold,MF,2,54
Josuha Guilavogui,MF,2,7
Daniel Ginczek,FW,6,35
Wout Weghorst,FW,17,74
Dodi Lukebakio,FW,10,56
Gian-Luca Waldschmidt,FW,9,64
Santiago Ascacibar,MF,0,19
Daniel Caligiuri,DF,7,50
Alessandro Schöpf,MF,1,18
Sergio Córdova,FW,3,13
Alfred Finnbogason,FW,10,40
Jeffrey Gouweleeuw,DF,0,7
André Hahn,FW,4,37
Arne Maier,MF,0,20
Waldemar Anton,DF,1,23
Tobias Strobl,MF,0,7
Florian Niederlechner,FW,4,31
Gonzalo Castro,MF,2,13
Dan-Axel Zagadou,DF,2,10
Jetro Willems,MF,0,5
Jean Zimmer,DF,1,10
Pascal Stenzel,DF,0,25
Marc-Oliver Kempf,DF,2,14
Daniel Didavi,MF,2,24
Erik Thommy,MF,1,25
Jonathan Schmid,DF,3,17
Marvin Bakalorz,MF,1,11
Törles Knöll,FW,1,7
Nils Petersen,FW,10,49
Christian Pulisic,FW,4,27
Jadon Sancho,FW,12,40
Tin Jedvaj,DF,0,9
Kai Havertz,MF,17,86
Kevin Wimmer,DF,0,3
Benito Raman,MF,10,55
Lukas Mühl,DF,1,12
Andreas Beck,DF,0,12
Julian Weigl,DF,1,3
Matija Nastasic,DF,1,21
Weston McKennie,MF,1,25
Thiago Alcántara,MF,2,23
Wendell,DF,2,11
Ibrahima Konaté,DF,1,13
Diego Demme,MF,0,10
Timo Werner,FW,16,107
Ante Rebic,FW,9,61
Jean-Philippe Gbamin,MF,2,35
Milot Rashica,FW,9,59
Marko Grujic,MF,5,46
Valentino Lazaro,DF,3,20
Jean-Philippe Mateta,FW,14,96
Ozan Kabak,DF,3,11
Nicolás González,FW,2,59
Franck Ribéry,FW,6,26
Joelinton,FW,7,56
Josip Brekalo,FW,3,26
Philipp Bargfrede,MF,0,7
Matthias Ostrzolek,DF,0,6
Walace,MF,1,19
Hendrik Weydandt,FW,6,60
Kaan Ayhan,DF,4,23
Oliver Fink,MF,3,12
Robin Quaison,FW,7,50
Michael Gregoritsch,MF,6,85
Fabrizio Cacciatore,DF,0,3
Luca Rossettini,DF,0,4
Sergio Floccari,FW,1,18
Mateo Musacchio,DF,0,5
Senad Lulic,DF,0,15
Marco Parolo,MF,1,17
Felipe,MF,0,6
Borja Valero,MF,2,11
Diego Perotti,FW,5,15
Giampaolo Pazzini,FW,4,13
Blaise Matuidi,MF,0,14
Cristian Zapata,DF,1,12
Gonzalo Higuaín,FW,8,75
Vincent Laurini,DF,0,1
Federico Mattiello,DF,0,7
Fabio Pisacane,DF,1,7
Davide Biraschi,DF,0,7
Sebastien De Maio,DF,0,9
Mirko Valdifiori,MF,0,4
Marco Calderoni,DF,3,23
Stefano Denswil,MF,1,11
Evgen Shakhov,MF,1,14
Bryan Dabo,MF,1,8
Andrea Poli,MF,2,25
Stefano Okaka,FW,8,57
Gervinho,FW,7,57
Luca Cigarini,MF,0,7
Simone Missiroli,MF,1,12
Daniele Dessena,MF,2,18
Fernando Llorente,FW,3,33
Radja Nainggolan,MF,6,65
Alex Berenguer,MF,6,40
Gastón Brugman,MF,0,10
Arkadiusz Milik,FW,11,68
Cengiz Ünder,FW,3,27
Justin Kluivert,FW,4,34
Andreas Cornelius,FW,12,46
Pau López,GK,0,0
Germán Pezzella,DF,3,34
Jakub Jankto,MF,2,42
Pol Lirola,DF,0,24
Ragnar Klavan,DF,0,4
Seko Fofana,MF,3,46
Jasmin Kurtic,MF,4,70
Diego Godín,DF,1,11
Douglas Costa,FW,1,18
Miralem Pjanic,MF,3,21
Gianluigi Donnarumma,GK,0,0
Rodrigo de Paul,MF,7,85
Lukas Lerager,MF,1,15
Lasse Schöne,MF,2,35
Kostas Manolas,DF,4,17
Bastos,DF,1,7
Rachid Ghezzal,MF,1,11
Marlon Santos,DF,0,4
Hidde ter Avest,DF,0,2
Robin Olsen,GK,0,0
Ashley Young,DF,4,15
Takehiro Tomiyasu,DF,1,19
William Troost-Ekong,DF,0,6
Ken Sema,DF,2,17
Samir,GK,1,5
Juraj Kucka,MF,6,48
Filippo Falco,FW,4,56
Cristiano Ronaldo,FW,31,208
Romelu Lukaku,FW,23,99
Jaromir Zmrhal,MF,2,14
Lyanco,DF,0,5
Soualiho Meité,MF,0,23
Nenad Tomovic,DF,0,10
Stefan de Vrij,DF,4,20
Milan Skriniar,DF,0,13
Marcelo Brozovic,MF,3,55
Roberto Gagliardini,MF,4,34
Matías Vecino,MF,2,28
Allan,DF,2,12
Aleksandar Kolarov,DF,7,72
Matteo Darmian,DF,1,8
Alexis Sánchez,FW,4,22
Hakan Calhanoglu,MF,9,101
Nicolò Barella,MF,1,24
Alessandro Bastoni,DF,2,8
Lautaro Martínez,FW,14,125
Edin Dzeko,FW,16,122
Davide Calabria,DF,1,13
Alessio Romagnoli,DF,1,15
Samu Castillejo,FW,2,31
Franck Kessié,MF,4,39
Ante Rebic,FW,11,42
Simon Kjaer,DF,0,7
Ismael Bennacer,MF,1,15
Rafael Leão,FW,6,45
Pierluigi Gollini,GK,0,0
Rade Krunic,MF,0,6
Sandro Tonali,MF,1,28
Theo Hernández,DF,6,50
Zlatan Ibrahimovic,FW,10,66
Matteo Politano,FW,2,34
Hirving Lozano,FW,4,34
Kalidou Koulibaly,DF,0,14
Mário Rui,DF,0,31
Fabián,MF,3,71
Piotr Zielinski,MF,2,78
Lorenzo Insigne,FW,8,120
Dries Mertens,FW,9,75
Diego Demme,MF,1,4
Amir Rrahmani,DF,0,43
Eljif Elmas,MF,1,23
Juan Musso,GK,0,0
Cristian Romero,DF,1,15
Andrea Petagna,FW,12,110
Giovanni Di Lorenzo,DF,3,20
Mattia Perin,GK,0,0
Wojciech Szczesny,GK,0,0
Ruslan Malinovskiy,MF,8,79
Luis Muriel,FW,18,77
Duván Zapata,FW,18,89
Mario Pasalic,MF,9,58
Remo Freuler,MF,2,19
Berat Gjimshiti,DF,2,21
Robin Gosens,DF,9,52
Hans Hateboer,DF,0,19
José Luis Palomino,DF,2,16
Rafael Toloi,DF,2,27
Marten de Roon,MF,2,31
Josip Ilicic,FW,15,81
Matteo Pessina,MF,7,30
Giuseppe Pezzella,DF,0,2
Adrien Rabiot,MF,1,20
Matthijs de Ligt,DF,4,18
Danilo,FW,2,14
Leonardo Bonucci,DF,3,23
Rodrigo Bentancur,MF,0,16
Juan Cuadrado,DF,2,20
Federico Bernardeschi,MF,1,50
Aaron Ramsey,MF,3,28
Federico Chiesa,FW,10,111
